eventid	version	update	order	sta	chan	net	loc	lat	lon	trigger time	rsmp	tsmp	log taup	taup snr	dsmp	log pd	pd snr	assoc	tpmag	utpm	pdmag	updm	uch	ukm	upd	ups	utp	uts	tel	tsec	distkm	azimuth	TF	tterr	azerror	incid	plen	sps
900	8	5	1	CPX	HHZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.045	321	51	-0.2051785	7070.467	207	-2.049855	64028.88	MULTISTA	3.855	1	3.907	1	1	1	1	1	1	1	0	0.0	5.7	314.9	0	0.172	-1.0	0.0	143	100.0
900	8	4	2	CPX	HNZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.095	401	60	-0.3147562	6521.37	216	-2.076659	13571.28	MULTISTA	3.126	1	3.874	1	1	1	1	1	1	1	0	0.0	5.7	314.9	0	0.122	-1.0	0.0	148	100.0
900	8	2	4	GUVIX	HHZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	167	72	-0.4185556	155448.0	12	-2.64287	289193.1	MULTISTA	2.434	1	3.925	1	1	1	1	1	1	1	0	0.0	19.7	116.94	0	0.099	-1.0	0.0	162	100.0
900	8	2	3	GUVIX	HNZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	108	72	-0.4099746	120421.7	12	-2.665545	422815.2	MULTISTA	2.492	1	3.897	1	1	1	1	1	1	1	0	0.0	19.7	116.94	0	0.099	-1.0	0.0	151	100.0
900	8	4	5	5054	HNZ	NP	10	32.6932	-115.3382	2018-11-09T05:57:13.010	298	202	-0.2481439	375.3247	79	-3.293141	7018.732	MULTISTA	3.569	1	3.473	1	1	1	1	1	1	1	0	0.0	35.2	348.31	0	-0.336	-1.0	0.0	100	100.0
900	8	3	6	5053	HNZ	NP	10	32.6695	-115.4925	2018-11-09T05:57:13.630	136	115	-0.5057564	18.01289	12	-3.03149	122.9018	TTWINDOW	1.854	1	3.848	1	1	1	1	1	1	1	0	0.0	38.4	325.78	0	-0.43	-1.0	0.0	100	100.0
900	8	3	7	EMS	HNZ	CI	--	32.7392	-114.9852	2018-11-09T05:57:14.500	149	102	-0.404698	2865.624	41	-3.509313	16807.89	TTWINDOW	2.527	1	3.385	1	1	1	1	1	1	1	0	0.0	47.3	33.35	0	0.131	-1.0	0.0	100	100.0
900	8	2	8	COA	HHZ	CI	--	32.8634	-115.1234	2018-11-09T05:57:15.708	25	0	1e-60	0.0	24	-3.616198	1570.381	TTWINDOW	5.221	0	3.343	1	1	1	1	1	1	0	0	0.0	54.9	13.74	3	0.143	-1.0	0.0	100	100.0
900	9	5	1	CPX	HHZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.045	321	51	-0.2051785	7070.467	207	-2.049855	64028.88	MULTISTA	3.855	1	4.053	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.442	-1.0	0.0	143	100.0
900	9	4	2	CPX	HNZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.095	401	60	-0.3147562	6521.37	216	-2.076659	13571.28	MULTISTA	3.126	1	4.02	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.392	-1.0	0.0	148	100.0
900	9	2	4	GUVIX	HHZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	167	72	-0.4185556	155448.0	12	-2.64287	289193.1	MULTISTA	2.434	1	3.869	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.081	-1.0	0.0	162	100.0
900	9	2	3	GUVIX	HNZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	108	72	-0.4099746	120421.7	12	-2.665545	422815.2	MULTISTA	2.492	1	3.841	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.081	-1.0	0.0	151	100.0
900	9	4	5	5054	HNZ	NP	10	32.6932	-115.3382	2018-11-09T05:57:13.010	298	202	-0.2481439	375.3247	79	-3.293141	7018.732	MULTISTA	3.569	1	3.481	1	1	1	1	1	1	1	0	0.0	35.6	345.15	0	-0.167	-1.0	0.0	100	100.0
900	9	3	6	5053	HNZ	NP	10	32.6695	-115.4925	2018-11-09T05:57:13.630	136	115	-0.5057564	18.01289	12	-3.03149	122.9018	TTWINDOW	1.854	1	3.866	1	1	1	1	1	1	1	0	0.0	39.6	323.39	0	-0.147	-1.0	0.0	100	100.0
900	9	3	7	EMS	HNZ	CI	--	32.7392	-114.9852	2018-11-09T05:57:14.500	149	102	-0.404698	2865.624	41	-3.509313	16807.89	TTWINDOW	2.527	1	3.371	1	1	1	1	1	1	1	0	0.0	46.3	31.28	0	0.057	-1.0	0.0	100	100.0
900	9	2	8	COA	HHZ	CI	--	32.8634	-115.1234	2018-11-09T05:57:15.708	25	0	1e-60	0.0	24	-3.616198	1570.381	TTWINDOW	5.221	0	3.338	1	1	1	1	1	1	0	0	0.0	54.5	11.69	3	0.169	-1.0	0.0	100	100.0
900	9	2	9	DRE	HHZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.558	40	0	1e-60	0.0	24	-3.165243	1283.087	TTWINDOW	5.221	0	3.85	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.286	-1.0	0.0	100	100.0
900	9	1	10	DRE	HNZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.568	39	0	1e-60	0.0	23	-3.201795	1059.372	TTWINDOW	5.221	0	3.805	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.296	-1.0	0.0	100	100.0
900	10	5	1	CPX	HHZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.045	321	51	-0.2051785	7070.467	207	-2.049855	64028.88	MULTISTA	3.855	1	4.053	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.451	-1.0	0.0	143	100.0
900	10	4	2	CPX	HNZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.095	401	60	-0.3147562	6521.37	216	-2.076659	13571.28	MULTISTA	3.126	1	4.02	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.401	-1.0	0.0	148	100.0
900	10	2	4	GUVIX	HHZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	167	72	-0.4185556	155448.0	12	-2.64287	289193.1	MULTISTA	2.434	1	3.869	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.072	-1.0	0.0	162	100.0
900	10	2	3	GUVIX	HNZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	108	72	-0.4099746	120421.7	12	-2.665545	422815.2	MULTISTA	2.492	1	3.841	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.072	-1.0	0.0	151	100.0
900	10	4	5	5054	HNZ	NP	10	32.6932	-115.3382	2018-11-09T05:57:13.010	298	202	-0.2481439	375.3247	79	-3.293141	7018.732	MULTISTA	3.569	1	3.481	1	1	1	1	1	1	1	0	0.0	35.6	345.15	0	-0.158	-1.0	0.0	100	100.0
900	10	3	6	5053	HNZ	NP	10	32.6695	-115.4925	2018-11-09T05:57:13.630	136	115	-0.5057564	18.01289	12	-3.03149	122.9018	TTWINDOW	1.854	1	3.866	1	1	1	1	1	1	1	0	0.0	39.6	323.39	0	-0.138	-1.0	0.0	100	100.0
900	10	3	7	EMS	HNZ	CI	--	32.7392	-114.9852	2018-11-09T05:57:14.500	149	102	-0.404698	2865.624	41	-3.509313	16807.89	TTWINDOW	2.527	1	3.371	1	1	1	1	1	1	1	0	0.0	46.3	31.28	0	0.066	-1.0	0.0	100	100.0
900	10	2	8	COA	HHZ	CI	--	32.8634	-115.1234	2018-11-09T05:57:15.708	25	0	1e-60	0.0	24	-3.616198	1570.381	TTWINDOW	5.221	0	3.338	1	1	1	1	1	1	0	0	0.0	54.5	11.69	3	0.178	-1.0	0.0	100	100.0
900	10	2	9	DRE	HHZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.558	40	0	1e-60	0.0	24	-3.165243	1283.087	TTWINDOW	5.221	0	3.85	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.277	-1.0	0.0	100	100.0
900	10	1	10	DRE	HNZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.568	39	0	1e-60	0.0	23	-3.201795	1059.372	TTWINDOW	5.221	0	3.805	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.287	-1.0	0.0	100	100.0
900	10	2	11	5058	HNZ	NP	10	32.7517	-115.5952	2018-11-09T05:57:15.690	30	0	1e-60	0.0	25	-3.474302	12.85543	TTWINDOW	5.221	0	3.493	1	1	1	1	1	1	0	0	0.0	52.7	320.94	0	-0.089	-1.0	0.0	100	100.0
900	11	5	1	CPX	HHZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.045	321	51	-0.2051785	7070.467	207	-2.049855	64028.88	MULTISTA	3.855	1	4.053	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.451	-1.0	0.0	143	100.0
900	11	4	2	CPX	HNZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.095	401	60	-0.3147562	6521.37	216	-2.076659	13571.28	MULTISTA	3.126	1	4.02	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.401	-1.0	0.0	148	100.0
900	11	2	4	GUVIX	HHZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	167	72	-0.4185556	155448.0	12	-2.64287	289193.1	MULTISTA	2.434	1	3.869	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.072	-1.0	0.0	162	100.0
900	11	2	3	GUVIX	HNZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	108	72	-0.4099746	120421.7	12	-2.665545	422815.2	MULTISTA	2.492	1	3.841	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.072	-1.0	0.0	151	100.0
900	11	4	5	5054	HNZ	NP	10	32.6932	-115.3382	2018-11-09T05:57:13.010	298	202	-0.2481439	375.3247	79	-3.293141	7018.732	MULTISTA	3.569	1	3.481	1	1	1	1	1	1	1	0	0.0	35.6	345.15	0	-0.158	-1.0	0.0	100	100.0
900	11	4	6	5053	HNZ	NP	10	32.6695	-115.4925	2018-11-09T05:57:13.630	236	233	-0.4592145	13.15002	12	-3.03149	122.9018	TTWINDOW	2.164	1	3.866	1	1	1	1	1	1	1	0	0.0	39.6	323.39	0	-0.138	-1.0	0.0	100	100.0
900	11	3	7	EMS	HNZ	CI	--	32.7392	-114.9852	2018-11-09T05:57:14.500	149	102	-0.404698	2865.624	41	-3.509313	16807.89	TTWINDOW	2.527	1	3.371	1	1	1	1	1	1	1	0	0.0	46.3	31.28	0	0.066	-1.0	0.0	100	100.0
900	11	2	8	COA	HHZ	CI	--	32.8634	-115.1234	2018-11-09T05:57:15.708	25	0	1e-60	0.0	24	-3.616198	1570.381	TTWINDOW	5.221	0	3.338	1	1	1	1	1	1	0	0	0.0	54.5	11.69	3	0.178	-1.0	0.0	100	100.0
900	11	2	9	DRE	HHZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.558	40	0	1e-60	0.0	24	-3.165243	1283.087	TTWINDOW	5.221	0	3.85	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.277	-1.0	0.0	100	100.0
900	11	1	10	DRE	HNZ	CI	--	32.8053	-115.4468	2018-11-09T05:57:15.568	39	0	1e-60	0.0	23	-3.201795	1059.372	TTWINDOW	5.221	0	3.805	1	1	1	1	1	1	0	0	0.0	50.7	337.62	0	-0.287	-1.0	0.0	100	100.0
900	11	2	11	5058	HNZ	NP	10	32.7517	-115.5952	2018-11-09T05:57:15.690	30	0	1e-60	0.0	25	-3.474302	12.85543	TTWINDOW	5.221	0	3.493	1	1	1	1	1	1	0	0	0.0	52.7	320.94	0	-0.089	-1.0	0.0	100	100.0
900	12	5	1	CPX	HHZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.045	321	51	-0.2051785	7070.467	207	-2.049855	64028.88	MULTISTA	3.855	1	4.053	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.451	-1.0	0.0	143	100.0
900	12	4	2	CPX	HNZ	BC	--	32.4195	-115.305	2018-11-09T05:57:08.095	401	60	-0.3147562	6521.37	216	-2.076659	13571.28	MULTISTA	3.126	1	4.02	1	1	1	1	1	1	1	0	0.0	7.2	303.6	0	0.401	-1.0	0.0	148	100.0
900	12	2	4	GUVIX	HHZ	BC	--	32.3029	-115.076	2018-11-09T05:57:10.095	167	72	-0.4185556	155448.0	12	-2.64287	289193.1	MULTISTA	2.434	1	3.869	1	1	1	1	1	1	1	0	0.0	17.9	119.86	0	-0.072	-1.0	0.0	162	100.0
